# SPARC Rotation Curves from VizieR (J/AJ/152/157)
# Reference: Lelli, McGaugh & Schombert (2016), AJ, 152, 157
# Format: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
NGC5585                 7.1     0.09    11.20   2.02     0.32    12.72     0.00
NGC5585                 7.1     0.26    26.50   1.03     0.96    26.94     0.00
NGC5585                 7.1     0.43    33.70   1.03     1.60    35.34     0.00
NGC5585                 7.1     0.60    32.70   1.12     2.25    40.03     0.00
NGC5585                 7.1     0.77    33.70   1.03     2.89    43.26     0.00
NGC5585                 7.1     0.94    35.70   2.24     3.55    45.85     0.00
NGC5585                 7.1     1.11    37.80   3.35     4.20    48.05     0.00
NGC5585                 7.1     1.28    41.80   3.35     4.86    48.94     0.00
NGC5585                 7.1     1.46    43.90   2.14     5.23    50.17     0.00
NGC5585                 7.1     1.63    44.90   1.25     5.36    51.30     0.00
NGC5585                 7.1     2.05    53.20   1.60     5.65    53.95     0.00
NGC5585                 7.1     2.74    64.30   1.00     9.45    56.61     0.00
NGC5585                 7.1     3.42    73.10   2.40    11.66    56.83     0.00
NGC5585                 7.1     4.11    76.20   4.40    15.23    58.16     0.00
NGC5585                 7.1     4.79    78.40   3.80    19.76    56.90     0.00
NGC5585                 7.1     5.48    83.10   3.10    23.04    53.88     0.00
NGC5585                 7.1     6.16    88.00   3.00    26.02    50.76     0.00
NGC5585                 7.1     6.85    89.90   2.40    27.47    47.30     0.00
NGC5585                 7.1     7.53    90.60   2.80    29.11    43.89     0.00
NGC5585                 7.1     8.21    91.60   2.60    31.03    41.41     0.00
NGC5585                 7.1     8.90    92.30   1.40    32.10    39.37     0.00
NGC5585                 7.1     9.57    90.90   1.00    32.38    37.70     0.00
NGC5585                 7.1    10.31    89.60   2.70    32.77    36.11     0.00
NGC5585                 7.1    10.96    89.40   2.70    32.48    34.88     0.00
NGC5907                17.3     5.03   214.00   6.00     0.00   178.85     0.00
NGC5907                17.3     7.55   220.00   6.00     0.00   207.41     0.00
NGC5907                17.3    10.07   235.00   4.00     0.00   227.06     0.00
NGC5907                17.3    12.58   235.00   4.00    16.93   232.81     0.00
NGC5907                17.3    15.10   230.00   2.00    24.45   224.63     0.00
NGC5907                17.3    17.61   231.00   2.00    31.10   217.25     0.00
NGC5907                17.3    20.13   232.00   2.00    42.26   208.93     0.00
NGC5907                17.3    22.65   225.00   7.00    53.67   198.38     0.00
NGC5907                17.3    25.16   224.00   7.00    49.79   187.60     0.00
NGC5907                17.3    27.68   229.00   2.00    54.30   177.97     0.00
NGC5907                17.3    30.20   218.00   2.00    64.08   169.55     0.00
NGC5907                17.3    32.71   214.00   2.00    61.58   162.23     0.00
NGC5907                17.3    35.23   213.00   2.00    64.96   155.53     0.00
NGC5907                17.3    37.75   211.00   2.00    61.95   149.39     0.00
NGC5907                17.3    40.26   217.00   2.00    63.21   143.82     0.00
NGC5907                17.3    42.78   216.00   3.00    60.70   138.81     0.00
NGC5907                17.3    45.29   215.00   3.00    60.57   134.25     0.00
NGC5907                17.3    47.81   217.00   5.00    60.07   130.16     0.00
NGC5907                17.3    50.33   214.00   5.00    62.33   126.52     0.00
NGC5985                39.7     3.54   223.00   8.00    -9.23   117.85     0.00
NGC5985                39.7     4.23   230.00   6.13   -10.88   124.82     0.00
NGC5985                39.7     4.97   248.00   5.10   -12.52   131.42     0.00
NGC5985                39.7     5.74   258.00   6.60   -13.93   141.81     0.00
NGC5985                39.7     6.47   263.00   7.00   -14.91   151.83     0.00
NGC5985                39.7     7.22   272.00   6.25   -15.46   163.57     0.00
NGC5985                39.7     8.02   287.00   4.01   -16.00   173.43     0.00
NGC5985                39.7     8.79   289.00   7.25   -16.33   181.85     0.00
NGC5985                39.7     9.50   292.00   6.93   -16.22   190.10     0.00
NGC5985                39.7    10.27   302.00  10.40   -15.46   200.43     0.00
NGC5985                39.7    11.08   302.00  10.30   -13.50   209.52     0.00
NGC5985                39.7    11.82   304.00  10.40    -9.20   214.14     0.00
NGC5985                39.7    12.56   303.00  10.40     5.72   217.36     0.00
NGC5985                39.7    13.39   305.00  10.10    13.39   220.24     0.00
NGC5985                39.7    14.10   300.00   8.78    17.64   222.33     0.00
NGC5985                39.7    14.93   295.00   9.72    21.66   222.27     0.00
NGC5985                39.7    15.64   294.00   5.32    24.38   221.26     0.00
NGC5985                39.7    16.35   290.00   5.32    26.24   221.10     0.00
NGC5985                39.7    17.18   291.00   4.03    27.98   220.98     0.00
NGC5985                39.7    17.89   286.00   3.25    29.72   218.99     0.00
NGC5985                39.7    18.72   287.00   3.61    31.57   215.15     0.00
NGC5985                39.7    19.44   294.00   3.35    33.20   212.39     0.00
NGC5985                39.7    20.26   290.00   3.75    35.16   210.49     0.00
NGC5985                39.7    20.98   288.00   3.04    37.01   208.75     0.00
NGC5985                39.7    21.69   290.00   6.40    38.65   206.74     0.00
NGC5985                39.7    22.52   294.00   4.19    40.50   204.38     0.00
NGC5985                39.7    23.23   297.00   4.12    41.91   202.43     0.00
NGC5985                39.7    24.06   293.00   5.15    43.22   200.72     0.00
NGC5985                39.7    24.77   291.00   6.21    44.20   199.42     0.00
NGC5985                39.7    25.95   297.00   4.00    45.18   197.86     0.00
NGC5985                39.7    28.92   292.00   4.00    43.33   193.43     0.00
NGC5985                39.7    31.76   288.00   4.00    45.72   184.74     0.00
NGC5985                39.7    34.72   285.00   4.00    47.57   180.34     0.00
NGC6015                17.0     0.34    35.50   2.10    -2.27    41.97     0.00
NGC6015                17.0     0.67    62.40   4.20    -3.73    62.26     0.00
NGC6015                17.0     1.00    90.70   3.80    -5.02    80.40     0.00
NGC6015                17.0     1.32   104.00   2.00    -6.13    86.74     0.00
NGC6015                17.0     1.65   105.00   2.40    -7.07    92.13     0.00
NGC6015                17.0     1.98   108.00   2.00    -7.85    97.94     0.00
NGC6015                17.0     2.31   116.00   2.30    -8.46   104.95     0.00
NGC6015                17.0     2.63   130.00   3.30    -8.80   112.27     0.00
NGC6015                17.0     2.96   141.00   2.20    -8.85   120.94     0.00
NGC6015                17.0     3.28   146.00   1.60    -8.55   129.34     0.00
NGC6015                17.0     3.61   150.00   1.40    -7.82   137.29     0.00
NGC6015                17.0     3.94   152.00   1.10    -6.39   143.65     0.00
NGC6015                17.0     4.27   155.00   1.30    -3.64   148.22     0.00
NGC6015                17.0     4.60   152.00   1.80     4.74   149.97     0.00
NGC6015                17.0     4.94   150.00   2.40     8.31   149.81     0.00
NGC6015                17.0     5.30   147.00   5.50    11.17   147.82     0.00
NGC6015                17.0     5.63   145.00   3.80    13.71   145.90     0.00
NGC6015                17.0     5.96   152.00   4.10    15.93   145.72     0.00
NGC6015                17.0     6.27   149.00   1.40    18.03   145.22     0.00
NGC6015                17.0     8.24   149.00   4.00    27.98   136.77     0.00
NGC6015                17.0    10.30   146.00   4.00    36.61   123.80     0.00
NGC6015                17.0    11.13   149.00   3.20    39.92   119.88     0.00
NGC6015                17.0    11.95   152.00   2.80    43.13   116.47     0.00
NGC6015                17.0    12.72   153.00   2.40    45.67   112.55     0.00
NGC6015                17.0    13.58   156.00   2.20    47.33   108.33     0.00
NGC6015                17.0    14.43   158.00   2.80    48.11   104.74     0.00
NGC6015                17.0    15.29   158.00   3.10    48.44   101.40     0.00
NGC6015                17.0    16.02   159.00   3.80    48.44    98.71     0.00
NGC6015                17.0    16.88   161.00   3.60    48.11    95.60     0.00
NGC6015                17.0    17.73   163.00   4.00    47.66    92.80     0.00
NGC6015                17.0    18.59   162.00   4.80    47.00    90.22     0.00
NGC6015                17.0    19.32   164.00   5.70    46.67    88.20     0.00
NGC6015                17.0    20.18   165.00   7.00    46.56    85.97     0.00
NGC6015                17.0    21.04   166.00   6.30    46.12    83.92     0.00
NGC6015                17.0    21.89   163.00   7.00    45.56    82.02     0.00
NGC6015                17.0    22.63   159.00   8.50    45.34    80.48     0.00
NGC6015                17.0    23.48   155.00   9.10    45.12    78.82     0.00
NGC6015                17.0    24.34   154.00   8.00    44.68    77.25     0.00
NGC6015                17.0    25.19   149.00   5.40    44.57    75.79     0.00
NGC6015                17.0    25.93   153.00   3.10    46.56    74.58     0.00
NGC6015                17.0    26.78   156.00   3.00    42.58    73.28     0.00
NGC6015                17.0    27.64   151.00   9.40    40.70    72.03     0.00
NGC6015                17.0    28.37   158.00   7.70    39.26    71.03     0.00
NGC6015                17.0    29.23   152.00   3.40    38.26    69.88     0.00
NGC6195               127.8     1.33   175.00  13.60     0.00    53.18     0.00
NGC6195               127.8     2.34   237.00   3.65     0.00    84.90     0.00
NGC6195               127.8     3.33   247.00   3.81     0.00   110.89     0.00
NGC6195               127.8     4.34   242.00   3.56     0.00   133.39     0.00
NGC6195               127.8     5.35   240.00   4.20     0.11   152.34     0.00
NGC6195               127.8     6.34   233.00   4.59     0.00   168.35     0.00
NGC6195               127.8     7.34   233.00   4.63     0.00   182.51     0.00
NGC6195               127.8     8.32   247.00   6.41     1.96   192.78     0.00
NGC6195               127.8     9.34   248.00   7.64    15.34   198.80     0.00
NGC6195               127.8    10.38   242.00   9.05    25.14   207.14     0.00
NGC6195               127.8    11.36   252.00  12.50    33.65   211.69     0.00
NGC6195               127.8    12.34   245.00   8.72    41.56   213.57     0.00
NGC6195               127.8    13.32   247.00   4.44    48.79   217.57     0.00
NGC6195               127.8    14.30   238.00   9.29    54.63   223.69     0.00
NGC6195               127.8    15.47   249.00   9.98    60.46   231.69     0.00
NGC6195               127.8    16.35   250.00   6.15    63.83   234.56     0.00
NGC6195               127.8    17.92   253.00   6.96    68.08   238.09     0.00
NGC6195               127.8    19.10   258.00  15.40    69.27   241.54     0.00
NGC6195               127.8    22.52   254.00   6.51    67.69   240.74     0.00
NGC6195               127.8    26.05   256.00   7.73    66.40   225.10     0.00
NGC6195               127.8    29.48   255.00   8.50    63.14   208.87     0.00
NGC6195               127.8    33.00   244.00   5.75    61.55   195.11     0.00
NGC6195               127.8    36.43   246.00   4.24    65.91   185.57     0.00
NGC6503                 6.3     0.76    77.00  10.00     4.04    70.72     0.00
NGC6503                 6.3     1.52   100.00   5.00     7.62   123.17     0.00
NGC6503                 6.3     2.28   110.00   2.00     9.72   142.64     0.00
NGC6503                 6.3     3.04   118.00   2.00    12.42   134.42     0.00
NGC6503                 6.3     3.79   121.00   2.00    13.35   121.97     0.00
NGC6503                 6.3     4.55   121.00   2.00    14.78   111.53     0.00
NGC6503                 6.3     5.31   117.00   2.00    17.55   103.23     0.00
NGC6503                 6.3     6.07   116.00   2.00    19.20    96.65     0.00
NGC6503                 6.3     6.83   116.00   2.00    20.33    91.96     0.00
NGC6503                 6.3     7.59   116.00   2.00    21.66    87.62     0.00
NGC6503                 6.3     8.35   115.00   1.00    22.79    83.25     0.00
NGC6503                 6.3     9.11   115.00   1.00    23.92    79.58     0.00
NGC6503                 6.3     9.86   116.00   1.00    24.84    76.81     0.00
NGC6503                 6.3    10.64   117.00   1.00    25.46    74.18     0.00
NGC6503                 6.3    11.38   117.00   1.00    26.38    71.50     0.00
NGC6503                 6.3    12.12   118.00   1.00    27.20    69.18     0.00
NGC6503                 6.3    12.86   117.00   1.00    28.13    67.04     0.00
NGC6503                 6.3    13.70   116.00   1.00    28.74    64.84     0.00
NGC6503                 6.3    14.44   115.00   1.00    28.64    63.05     0.00
NGC6503                 6.3    15.18   117.00   1.00    28.33    61.39     0.00
NGC6503                 6.3    15.91   116.00   1.00    28.13    59.88     0.00
NGC6503                 6.3    16.65   115.00   2.00    28.33    58.45     0.00
NGC6503                 6.3    17.49   115.00   2.00    28.23    56.93     0.00
NGC6503                 6.3    18.23   115.00   2.00    27.82    55.71     0.00
NGC6503                 6.3    18.97   114.00   2.00    27.20    54.55     0.00
NGC6503                 6.3    19.71   115.00   2.00    26.90    53.46     0.00
NGC6503                 6.3    20.45   114.00   2.00    26.69    52.44     0.00
NGC6503                 6.3    21.29   116.00   2.00    26.49    51.35     0.00
NGC6503                 6.3    22.03   115.00   3.00    26.18    50.44     0.00
NGC6503                 6.3    22.76   118.00   4.00    25.87    49.61     0.00
NGC6503                 6.3    23.50   115.00  10.00    25.46    48.79     0.00
NGC6674                51.2     2.50   206.00  75.00     0.00   122.77     0.00
NGC6674                51.2     7.49   285.00   8.00     0.00   218.15     0.00
NGC6674                51.2    12.54   291.00   7.00     0.00   234.07     0.00
NGC6674                51.2    17.45   274.00   5.00     0.00   221.55     0.00
NGC6674                51.2    22.47   266.00   4.00    23.41   205.25     0.00
NGC6674                51.2    27.48   255.00   2.00    35.47   190.15     0.00
NGC6674                51.2    32.50   250.00   2.00    42.22   174.20     0.00
NGC6674                51.2    37.51   242.00   2.00    45.59   160.68     0.00
NGC6674                51.2    42.42   237.00   2.00    49.68   149.48     0.00
NGC6674                51.2    47.44   235.00   2.00    50.91   139.94     0.00
NGC6674                51.2    52.45   236.00   2.00    48.66   131.98     0.00
NGC6674                51.2    57.47   242.00   2.00    50.70   125.25     0.00
NGC6674                51.2    62.48   246.00   2.00    51.01   119.50     0.00
NGC6674                51.2    67.40   242.00   4.00    48.35   114.62     0.00
NGC6674                51.2    72.41   242.00   5.00    44.77   110.24     0.00
NGC6946                 5.5     0.19   153.00   8.00     0.96    24.40     0.00
NGC6946                 5.5     0.56   130.00   9.00     2.86    62.52     0.00
NGC6946                 5.5     0.94   128.00   3.00     4.50    91.94     0.00
NGC6946                 5.5     1.22   134.00   3.00     5.34   109.48     0.00
NGC6946                 5.5     1.59   129.00   4.00     6.46   127.82     0.00
NGC6946                 5.5     1.96   131.00   7.00     6.51   138.39     0.00
NGC6946                 5.5     2.34   138.00   8.00     6.51   151.17     0.00
NGC6946                 5.5     2.71   139.00   5.00     6.44   166.55     0.00
NGC6946                 5.5     2.99   143.00   3.00     6.38   170.50     0.00
NGC6946                 5.5     3.37   146.00   2.00     7.55   177.07     0.00
NGC6946                 5.5     3.74   154.00   2.00    10.54   180.71     0.00
NGC6946                 5.5     4.12   161.00   1.00    12.86   184.13     0.00
NGC6946                 5.5     4.40   167.00   2.00    13.54   187.91     0.00
NGC6946                 5.5     4.77   173.00   2.00    14.41   193.15     0.00
NGC6946                 5.5     5.15   176.00   4.00    17.51   197.95     0.00
NGC6946                 5.5     5.52   178.00   5.00    20.80   204.45     0.00
NGC6946                 5.5     5.89   180.00   3.00    23.41   204.89     0.00
NGC6946                 5.5     6.17   179.00   4.00    25.15   201.57     0.00
NGC6946                 5.5     6.55   180.00   5.00    27.66   200.86     0.00
NGC6946                 5.5     6.92   181.00   4.00    31.15   201.34     0.00
NGC6946                 5.5     7.30   179.00   4.00    34.05   198.33     0.00
NGC6946                 5.5     7.58   179.00   2.00    34.92   194.96     0.00
NGC6946                 5.5     7.95   179.00   1.00    35.89   189.92     0.00
NGC6946                 5.5     8.33   178.00   1.00    37.34   184.93     0.00
NGC6946                 5.5     8.70   177.00   2.00    38.88   182.77     0.00
NGC6946                 5.5     9.08   176.00   2.00    39.08   181.24     0.00
NGC6946                 5.5     9.36   173.00   3.00    38.40   179.87     0.00
NGC6946                 5.5     9.73   172.00   2.00    37.72   177.19     0.00
NGC6946                 5.5    10.10   172.00   2.00    37.43   174.69     0.00
NGC6946                 5.5    10.48   170.00   2.00    37.14   171.99     0.00
NGC6946                 5.5    10.76   171.00   2.00    36.66   170.15     0.00
NGC6946                 5.5    11.13   174.00   2.00    35.89   167.51     0.00
NGC6946                 5.5    11.51   174.00   2.00    36.08   164.95     0.00
NGC6946                 5.5    11.88   175.00   2.00    36.76   162.35     0.00
NGC6946                 5.5    12.26   174.00   2.00    37.82   159.81     0.00
NGC6946                 5.5    12.54   173.00   6.00    38.79   158.00     0.00
NGC6946                 5.5    12.91   173.00   6.00    40.14   155.62     0.00
NGC6946                 5.5    13.29   173.00   8.00    42.08   153.17     0.00
NGC6946                 5.5    13.66   175.00   9.00    44.01   150.89     0.00
NGC6946                 5.5    14.03   174.00   9.00    45.46   148.68     0.00
NGC6946                 5.5    14.31   171.00   9.00    46.53   147.06     0.00
NGC6946                 5.5    14.69   167.00   8.00    45.94   144.87     0.00
NGC6946                 5.5    15.06   165.00   7.00    44.59   142.80     0.00
NGC6946                 5.5    15.44   163.00   8.00    44.01   140.80     0.00
NGC6946                 5.5    15.72   162.00   8.00    44.20   139.35     0.00
NGC6946                 5.5    16.09   161.00   9.00    33.85   137.46     0.00
NGC6946                 5.5    16.47   159.00  10.00    33.85   135.59     0.00
NGC6946                 5.5    16.84   158.00  10.00    33.85   133.88     0.00
NGC6946                 5.5    17.21   157.00  10.00    33.85   132.20     0.00
NGC6946                 5.5    17.50   157.00  10.00    33.85   130.89     0.00
NGC6946                 5.5    17.87   157.00   9.00    33.85   129.30     0.00
NGC6946                 5.5    18.24   160.00  11.00    33.85   127.80     0.00
NGC6946                 5.5    18.62   159.00  12.00    33.85   126.30     0.00
NGC6946                 5.5    18.90   160.00  14.00    33.85   125.20     0.00
NGC6946                 5.5    19.27   158.00  16.00    33.85   123.92     0.00
NGC6946                 5.5    19.65   155.00  18.00    33.85   122.75     0.00
NGC6946                 5.5    20.02   157.00  19.00    33.85   121.08     0.00
NGC6946                 5.5    20.40   154.00  21.00    33.85   119.50     0.00
NGC7331                14.7     2.67   221.00  20.00   -12.02   317.90     0.00
NGC7331                14.7     3.21   237.00  13.00   -12.52   344.05     0.00
NGC7331                14.7     3.74   249.00   8.00   -12.91   365.51     0.00
NGC7331                14.7     4.27   250.00   5.00   -12.71   368.89     0.00
NGC7331                14.7     4.81   253.00   5.00   -11.52   367.77     0.00
NGC7331                14.7     5.35   257.00   5.00    -9.56   371.23     0.00
NGC7331                14.7     5.88   257.00   5.00    -6.26   365.05     0.00
NGC7331                14.7     6.41   257.00   5.00     4.80   360.10     0.00
NGC7331                14.7     7.48   257.00   5.00    12.22   345.54     0.00
NGC7331                14.7     8.55   255.00   5.00    16.59   324.23     0.00
NGC7331                14.7     9.62   248.00   6.00    22.45   311.29     0.00
NGC7331                14.7    10.66   247.00   6.00    28.21   299.93     0.00
NGC7331                14.7    11.74   246.00   6.00    33.77   288.64     0.00
NGC7331                14.7    12.83   244.00   6.00    38.94   280.42     0.00
NGC7331                14.7    13.91   242.00   4.00    43.31   272.13     0.00
NGC7331                14.7    15.00   238.00   3.00    45.59   263.74     0.00
NGC7331                14.7    16.08   236.00   3.00    47.38   256.44     0.00
NGC7331                14.7    17.07   233.00   3.00    49.66   250.86     0.00
NGC7331                14.7    18.15   234.00   3.00    53.93   245.89     0.00
NGC7331                14.7    19.24   236.00   3.00    57.71   242.00     0.00
NGC7331                14.7    20.32   237.00   3.00    60.09   237.62     0.00
NGC7331                14.7    21.41   238.00   3.00    61.78   231.06     0.00
NGC7331                14.7    22.49   240.00   3.00    63.67   224.49     0.00
NGC7331                14.7    23.48   238.00   3.00    64.56   219.56     0.00
NGC7331                14.7    24.57   237.00   3.00    62.97   214.35     0.00
NGC7331                14.7    25.65   236.00   3.00    61.48   209.72     0.00
NGC7331                14.7    26.74   238.00   3.00    60.79   205.21     0.00
NGC7331                14.7    27.82   239.00   3.00    59.40   200.95     0.00
NGC7331                14.7    28.91   239.00   3.00    57.31   196.85     0.00
NGC7331                14.7    29.89   241.00   4.00    55.13   193.34     0.00
NGC7331                14.7    30.98   236.00   4.00    52.84   189.65     0.00
NGC7331                14.7    32.06   236.00   5.00    51.55   186.20     0.00
NGC7331                14.7    33.15   239.00   5.00    51.35   182.89     0.00
NGC7331                14.7    34.23   237.00   5.00    50.86   179.88     0.00
NGC7331                14.7    35.32   241.00   7.00    49.27   177.27     0.00
NGC7331                14.7    36.31   238.00   9.00    47.97   173.78     0.00
NGC7793                 3.6     0.11     9.10   8.50     0.65    27.23     0.00
NGC7793                 3.6     0.14    17.60   7.40     0.65    29.91     0.00
NGC7793                 3.6     0.17    19.30   7.40     0.65    32.32     0.00
NGC7793                 3.6     0.21    24.80   6.40     0.65    35.62     0.00
NGC7793                 3.6     0.24    30.00   7.20     0.74    37.98     0.00
NGC7793                 3.6     0.28    35.00   7.30     0.90    40.67     0.00
NGC7793                 3.6     0.32    38.30   7.60     1.05    43.20     0.00
NGC7793                 3.6     0.35    42.70   8.80     1.21    45.04     0.00
NGC7793                 3.6     0.39    47.00   5.30     1.36    47.33     0.00
NGC7793                 3.6     0.42    49.80   5.60     1.52    48.89     0.00
NGC7793                 3.6     0.46    52.20   6.20     1.67    51.00     0.00
NGC7793                 3.6     0.49    53.40   6.30     1.83    52.60     0.00
NGC7793                 3.6     0.53    54.60   5.90     1.99    54.80     0.00
NGC7793                 3.6     0.56    55.50   6.90     2.12    56.23     0.00
NGC7793                 3.6     0.60    55.90   7.50     2.23    57.57     0.00
NGC7793                 3.6     0.63    58.30   7.40     2.35    58.53     0.00
NGC7793                 3.6     0.66    59.30   6.30     2.47    59.59     0.00
NGC7793                 3.6     0.70    59.50   6.70     2.59    61.08     0.00
NGC7793                 3.6     0.87    59.10   5.10     3.18    66.09     0.00
NGC7793                 3.6     1.05    62.60   5.50     3.96    69.65     0.00
NGC7793                 3.6     1.22    65.60   4.80     5.50    72.34     0.00
NGC7793                 3.6     1.40    70.70   4.60     7.05    75.45     0.00
NGC7793                 3.6     1.57    73.90   4.00     8.58    78.94     0.00
NGC7793                 3.6     1.75    78.50   4.20    10.09    82.71     0.00
NGC7793                 3.6     1.92    82.40   4.60    11.55    87.55     0.00
NGC7793                 3.6     2.10    87.10   4.90    13.06    92.38     0.00
NGC7793                 3.6     2.27    89.60   5.40    14.78    95.96     0.00
NGC7793                 3.6     2.45    94.90   5.70    16.40    96.45     0.00
NGC7793                 3.6     2.62    98.10   5.00    18.13    95.98     0.00
NGC7793                 3.6     2.79    99.30   5.70    20.29    96.23     0.00
NGC7793                 3.6     2.97    98.60   7.20    22.34    96.64     0.00
NGC7793                 3.6     3.16   101.00   8.70    24.50    96.45     0.00
NGC7793                 3.6     3.33   103.00   9.40    26.22    95.51     0.00
NGC7793                 3.6     3.51   107.00   9.10    27.95    94.38     0.00
NGC7793                 3.6     3.68   114.00   7.40    29.68    93.30     0.00
NGC7793                 3.6     3.85   112.00   8.10    29.78    92.28     0.00
NGC7793                 3.6     4.03   114.00   7.60    30.00    91.15     0.00
NGC7793                 3.6     4.20   116.00   7.20    30.11    89.82     0.00
NGC7793                 3.6     4.38   114.00   7.80    30.65    88.18     0.00
NGC7793                 3.6     4.73   114.00  11.40    31.83    85.52     0.00
NGC7793                 3.6     5.25   109.00   9.90    33.35    82.40     0.00
NGC7793                 3.6     5.78   107.00  12.60    34.64    77.56     0.00
NGC7793                 3.6     6.30   105.00  12.50    34.75    74.17     0.00
NGC7793                 3.6     6.82   101.00   5.20    33.99    71.94     0.00
NGC7793                 3.6     7.35    94.50   4.60    32.70    69.09     0.00
NGC7793                 3.6     7.87    90.80   6.10    30.97    66.92     0.00
NGC7814                14.4     0.63   265.00  15.00    -0.69    39.69     0.00
NGC7814                14.4     1.72   250.00  15.00    -2.33    81.63     0.00
NGC7814                14.4     2.79   233.00   7.29    -3.94   104.82     0.00
NGC7814                14.4     3.91   230.00   6.45    -5.06   118.95     0.00
NGC7814                14.4     5.03   228.00   5.37    -3.48   122.96     0.00
NGC7814                14.4     6.14   228.00   5.16     1.40   120.03     0.00
NGC7814                14.4     7.26   227.00   5.94    -1.38   115.88     0.00
NGC7814                14.4     8.37   226.00   3.00     5.96   113.50     0.00
NGC7814                14.4     9.50   223.00   3.92    11.22   109.97     0.00
NGC7814                14.4    10.65   219.00   2.90    16.09   105.99     0.00
NGC7814                14.4    11.74   216.00   2.55    18.57   102.02     0.00
NGC7814                14.4    12.82   214.00   2.55    19.07    97.84     0.00
NGC7814                14.4    14.01   214.00   3.07    17.78    93.27     0.00
NGC7814                14.4    15.09   214.00   3.61    20.16    89.43     0.00
NGC7814                14.4    16.18   214.00   4.46    23.24    85.93     0.00
NGC7814                14.4    17.36   214.00   5.07    23.44    82.48     0.00
NGC7814                14.4    18.44   214.00   4.78    23.34    79.67     0.00
NGC7814                14.4    19.53   214.00   4.87    22.64    77.35     0.00
PGC51017               13.6     0.33    20.50   4.17     5.04    10.80     0.00
PGC51017               13.6     0.99    19.90   1.82    10.80    19.85     0.00
PGC51017               13.6     1.65    19.30   1.69    12.30    20.13     0.00
PGC51017               13.6     2.31    18.80   1.90    12.70    18.24     0.00
PGC51017               13.6     2.97    18.20   1.74    13.30    16.21     0.00
PGC51017               13.6     3.63    18.30   2.22    14.20    14.50     0.00
UGC00128               64.5     1.25    34.10  18.80     1.71    29.40     0.00
UGC00128               64.5     3.75    78.40   6.54     4.27    49.15     0.00
UGC00128               64.5     6.25    96.90   2.44     7.23    50.52     0.00
UGC00128               64.5     8.76   108.00   1.26    11.57    51.47     0.00
UGC00128               64.5    11.25   113.00   1.00    13.37    53.63     0.00
UGC00128               64.5    13.74   114.00   1.00    16.66    57.25     0.00
UGC00128               64.5    16.22   121.00   1.00    23.15    57.75     0.00
UGC00128               64.5    18.71   126.00   1.00    30.33    55.23     0.00
UGC00128               64.5    21.30   128.00   1.00    35.52    52.60     0.00
UGC00128               64.5    23.79   129.00   1.00    39.51    50.52     0.00
UGC00128               64.5    26.28   129.00   1.00    42.00    47.75     0.00
UGC00128               64.5    28.77   131.00   1.00    44.90    45.88     0.00
UGC00128               64.5    31.25   131.00   1.00    45.10    43.92     0.00
UGC00128               64.5    33.74   131.00   1.00    43.00    42.10     0.00
UGC00128               64.5    36.23   127.00   1.24    42.30    40.43     0.00
UGC00128               64.5    38.82   126.00   1.40    42.40    38.83     0.00
UGC00128               64.5    41.31   130.00   1.62    41.70    37.43     0.00
UGC00128               64.5    43.80   132.00   2.01    40.21    36.18     0.00
UGC00128               64.5    46.28   134.00   2.10    38.81    35.02     0.00
UGC00128               64.5    48.77   129.00   2.66    37.11    33.97     0.00
UGC00128               64.5    51.26   132.00   4.67    35.72    33.04     0.00
UGC00128               64.5    53.75   125.00   5.95    34.72    32.10     0.00
UGC00191               17.1     0.62    29.90   1.42     1.81    21.80     0.00
UGC00191               17.1     0.87    34.40   2.31     2.95    28.35     0.00
UGC00191               17.1     1.12    46.30   2.05     4.13    31.91     0.00
UGC00191               17.1     1.37    49.80   1.87     5.34    34.28     0.00
UGC00191               17.1     1.62    57.60   2.76     6.60    35.59     0.00
UGC00191               17.1     2.30    71.30   7.50    10.14    39.66     0.00
UGC00191               17.1     4.97    76.65   1.09    23.98    41.54     0.00
UGC00191               17.1     7.45    81.00   1.00    33.08    37.03     0.00
UGC00191               17.1     9.98    83.85   1.04    33.72    31.94     0.00
UGC00731               12.5     0.91    29.60   2.38     0.80     7.82     0.00
UGC00731               12.5     1.81    44.60   2.40     5.58    11.42     0.00
UGC00731               12.5     2.73    50.40   2.86     7.79    12.30     0.00
UGC00731               12.5     3.64    56.80   3.43    14.00    13.66     0.00
UGC00731               12.5     4.55    60.70   2.98    16.12    14.46     0.00
UGC00731               12.5     5.45    64.70   2.46    18.25    14.91     0.00
UGC00731               12.5     6.36    68.00   2.38    23.38    14.47     0.00
UGC00731               12.5     7.28    71.50   2.52    30.00    14.77     0.00
UGC00731               12.5     8.19    73.40   2.68    33.62    14.75     0.00
UGC00731               12.5     9.09    74.00   2.83    34.88    13.66     0.00
UGC00731               12.5    10.00    73.80   3.22    36.00    13.17     0.00
UGC00731               12.5    10.91    73.90   3.42    35.75    12.83     0.00
UGC00891               10.2     1.48    24.35   2.92     9.70    18.56     0.00
UGC00891               10.2     2.97    43.55   1.40    18.44    19.59     0.00
UGC00891               10.2     4.45    54.15   1.00    22.96    18.92     0.00
UGC00891               10.2     5.94    60.15   1.00    21.83    18.18     0.00
UGC00891               10.2     7.39    63.75   1.00    21.02    16.53     0.00
UGC01230               53.7     0.78    19.80  10.70     2.90    21.08     0.00
